best_correct_frac,best_wrong_frac,chosen_ok,chosen_pose,class,comp_id,gap_frac,image,verdict
0.1769,0.1783,1,pose0,Diode,7,-0.0014,circuit_856.jpg,tied
0.1367,0.1352,0,pose4,Zener Diode,8,0.0015,circuit_856.jpg,tied
0.137,0.3719,1,pose0,Inductor,9,-0.2349,circuit_856.jpg,correct_better
0.1346,0.3712,1,pose0,Inductor,10,-0.2366,circuit_856.jpg,correct_better
0.1721,0.1733,1,pose0,Diode,11,-0.0012,circuit_856.jpg,tied
0.1909,0.3955,1,pose2,Capacitor,13,-0.2046,circuit_856.jpg,correct_better
0.1643,0.1655,1,pose0,Diode,14,-0.0012,circuit_856.jpg,tied
0.2033,0.3971,1,pose2,Capacitor,15,-0.1938,circuit_856.jpg,correct_better
0.1297,0.3646,1,pose2,Resistor,16,-0.2349,circuit_856.jpg,correct_better
0.195,0.4021,1,pose2,Capacitor,17,-0.2071,circuit_856.jpg,correct_better
0.1816,0.4032,1,pose0,Capacitor,0,-0.2217,circuit_862.jpg,correct_better
0.1281,0.356,1,pose0,Inductor,1,-0.2279,circuit_862.jpg,correct_better
0.1243,0.3521,1,pose0,Resistor,2,-0.2278,circuit_862.jpg,correct_better
0.1189,0.1177,0,pose6,V-DC,3,0.0012,circuit_862.jpg,tied
0.1215,0.3471,1,pose2,Resistor,4,-0.2256,circuit_862.jpg,correct_better
0.1268,0.3578,1,pose2,Resistor,5,-0.231,circuit_862.jpg,correct_better
0.1125,0.1124,0,pose6,I-DC,6,0.0001,circuit_862.jpg,tied
0.0931,0.0933,1,pose0,I-DC,0,-0.0002,circuit_869.jpg,tied
0.1463,0.3578,1,pose0,Capacitor,1,-0.2116,circuit_869.jpg,correct_better
0.0998,0.2625,1,pose2,Resistor,3,-0.1627,circuit_869.jpg,correct_better
0.1021,0.3608,1,pose2,Inductor,4,-0.2587,circuit_869.jpg,correct_better
0.1047,0.3484,1,pose2,Resistor,5,-0.2437,circuit_869.jpg,correct_better
0.0878,0.0877,0,pose4,V-DC,6,0.0001,circuit_869.jpg,tied
0.0977,0.3797,1,pose2,I-AC,0,-0.2821,circuit_87.jpg,correct_better
0.1617,0.1597,0,pose4,V-DC,1,0.002,circuit_87.jpg,tied
0.0968,0.0968,0,pose4,V-DC,2,0.0001,circuit_87.jpg,tied
0.1605,0.3454,1,pose0,Capacitor,3,-0.185,circuit_87.jpg,correct_better
0.1007,0.1006,0,pose6,I-DC,5,0.0001,circuit_87.jpg,tied
0.1635,0.3783,1,pose0,Capacitor,6,-0.2148,circuit_87.jpg,correct_better
0.1553,0.2806,1,pose0,Capacitor,7,-0.1253,circuit_87.jpg,correct_better
0.1539,0.28,1,pose0,Capacitor,8,-0.1261,circuit_87.jpg,correct_better
0.1239,0.3675,1,pose2,Inductor,9,-0.2436,circuit_87.jpg,correct_better
0.1165,0.3599,1,pose2,Inductor,10,-0.2434,circuit_87.jpg,correct_better
0.1247,0.362,1,pose2,Inductor,11,-0.2373,circuit_87.jpg,correct_better
0.1192,0.356,1,pose2,Inductor,12,-0.2368,circuit_87.jpg,correct_better
0.1016,0.3902,1,pose2,V-AC,13,-0.2886,circuit_87.jpg,correct_better
0.0936,0.0937,1,pose0,V-DC,0,-0.0001,circuit_884.jpg,tied
0.0892,0.0881,0,pose6,V-DC,1,0.0011,circuit_884.jpg,tied
0.1048,0.347,1,pose2,Resistor,2,-0.2423,circuit_884.jpg,correct_better
0.1084,0.3454,1,pose0,Resistor,3,-0.2371,circuit_884.jpg,correct_better
0.1055,0.343,1,pose0,Resistor,4,-0.2375,circuit_884.jpg,correct_better
0.1483,0.3752,1,pose0,Capacitor,5,-0.2269,circuit_884.jpg,correct_better
0.119,0.3163,1,pose2,Resistor,6,-0.1973,circuit_884.jpg,correct_better
0.1066,0.3461,1,pose0,Resistor,7,-0.2395,circuit_884.jpg,correct_better
0.0892,0.0891,0,pose6,I-DC,8,0.0001,circuit_884.jpg,tied
0.1016,0.3476,1,pose2,Inductor,9,-0.246,circuit_884.jpg,correct_better
0.0882,0.0871,0,pose6,V-DC,10,0.0011,circuit_884.jpg,tied
0.1095,0.3479,1,pose2,Resistor,11,-0.2384,circuit_884.jpg,correct_better
0.104,0.3485,1,pose2,Resistor,13,-0.2445,circuit_884.jpg,correct_better
0.119,0.3419,1,pose0,Resistor,0,-0.223,circuit_885.jpg,correct_better
0.1899,0.2769,1,pose0,Capacitor,1,-0.087,circuit_885.jpg,correct_better
0.1176,0.3432,1,pose0,Resistor,2,-0.2255,circuit_885.jpg,correct_better
0.1157,0.349,1,pose2,Inductor,3,-0.2333,circuit_885.jpg,correct_better
0.1076,0.1065,0,pose6,V-DC,4,0.0011,circuit_885.jpg,tied
,,0,pose2,BJT-PNP,2,,circuit_886.jpg,no_correct_pose
0.2765,0.1313,0,pose2,BJT-NPN,3,0.1452,circuit_886.jpg,wrong_better
0.2757,0.1286,0,pose6,BJT-NPN,4,0.1471,circuit_886.jpg,wrong_better
0.2727,0.1277,0,pose6,BJT-NPN,6,0.145,circuit_886.jpg,wrong_better
0.2702,0.1293,0,pose6,BJT-NPN,7,0.1409,circuit_886.jpg,wrong_better
0.1215,0.3533,1,pose2,Resistor,8,-0.2318,circuit_886.jpg,correct_better
,,0,pose2,BJT-PNP,9,,circuit_886.jpg,no_correct_pose
0.272,0.1327,0,pose6,BJT-NPN,10,0.1393,circuit_886.jpg,wrong_better
0.1498,0.1511,1,pose0,Diode,11,-0.0012,circuit_886.jpg,tied
0.1136,0.3486,1,pose2,Resistor,12,-0.2349,circuit_886.jpg,correct_better
0.1253,0.3669,1,pose0,Resistor,15,-0.2417,circuit_886.jpg,correct_better
0.1198,0.3672,1,pose2,Resistor,16,-0.2474,circuit_886.jpg,correct_better
0.1509,0.1522,1,pose0,Diode,17,-0.0013,circuit_886.jpg,tied
0.2743,0.1415,0,pose6,BJT-NPN,18,0.1329,circuit_886.jpg,wrong_better
0.1213,0.3689,1,pose2,Resistor,20,-0.2476,circuit_886.jpg,correct_better
0.1199,0.3725,1,pose0,Resistor,22,-0.2527,circuit_886.jpg,correct_better
0.2674,0.1191,0,pose6,BJT-NPN,23,0.1483,circuit_886.jpg,wrong_better
0.1169,0.3516,1,pose0,Resistor,0,-0.2347,circuit_895.jpg,correct_better
0.1575,0.1588,1,pose0,Diode,1,-0.0013,circuit_895.jpg,tied
0.1614,0.1627,1,pose0,Diode,2,-0.0013,circuit_895.jpg,tied
0.1239,0.3604,1,pose0,Resistor,3,-0.2364,circuit_895.jpg,correct_better
0.241,0.1461,0,pose6,BJT-NPN,5,0.0948,circuit_895.jpg,wrong_better
0.2829,0.1389,0,pose2,BJT-NPN,6,0.144,circuit_895.jpg,wrong_better
,,0,pose2,BJT-PNP,7,,circuit_895.jpg,no_correct_pose
,,0,pose2,BJT-PNP,8,,circuit_895.jpg,no_correct_pose
0.1286,0.3635,1,pose2,Resistor,9,-0.2349,circuit_895.jpg,correct_better
0.3012,0.1645,0,pose6,BJT-NPN,10,0.1367,circuit_895.jpg,wrong_better
0.1329,0.3578,1,pose2,Resistor,11,-0.2249,circuit_895.jpg,correct_better
,,0,pose2,BJT-PNP,12,,circuit_895.jpg,no_correct_pose
0.1387,0.3757,1,pose2,Resistor,13,-0.237,circuit_895.jpg,correct_better
0.2935,0.1587,0,pose6,BJT-NPN,14,0.1348,circuit_895.jpg,wrong_better
0.2848,0.137,0,pose6,BJT-NPN,15,0.1478,circuit_895.jpg,wrong_better
0.1347,0.3671,1,pose2,Resistor,16,-0.2324,circuit_895.jpg,correct_better
0.2258,0.1392,0,pose6,BJT-NPN,17,0.0866,circuit_895.jpg,wrong_better
0.1185,0.3499,1,pose0,Resistor,0,-0.2315,circuit_897.jpg,correct_better
0.1187,0.3579,1,pose0,Inductor,1,-0.2392,circuit_897.jpg,correct_better
0.1021,0.3898,1,pose0,I-AC,2,-0.2877,circuit_897.jpg,correct_better
,,1,pose0,Capacitor,3,,circuit_897.jpg,no_wrong_pose
0.1166,0.3503,1,pose2,Resistor,4,-0.2337,circuit_897.jpg,correct_better
0.1214,0.3512,1,pose2,Resistor,6,-0.2298,circuit_897.jpg,correct_better
0.115,0.3603,1,pose2,Inductor,7,-0.2453,circuit_897.jpg,correct_better
0.0957,0.0957,0,pose4,I-DC,0,0.0,circuit_9.jpg,tied
0.0953,0.0954,1,pose0,I-DC,1,-0.0001,circuit_9.jpg,tied
0.1161,0.3569,1,pose0,Inductor,2,-0.2408,circuit_9.jpg,correct_better
0.1562,0.3735,1,pose0,Capacitor,3,-0.2172,circuit_9.jpg,correct_better
0.1502,0.3659,1,pose0,Capacitor,4,-0.2157,circuit_9.jpg,correct_better
0.1149,0.3525,1,pose0,Resistor,5,-0.2376,circuit_9.jpg,correct_better
0.0894,0.0892,0,pose4,V-DC,6,0.0001,circuit_9.jpg,tied
0.1106,0.3446,1,pose0,Resistor,8,-0.234,circuit_9.jpg,correct_better
0.154,0.364,1,pose0,Capacitor,1,-0.21,circuit_901.jpg,correct_better
0.1541,0.3727,1,pose0,Capacitor,2,-0.2187,circuit_901.jpg,correct_better
0.1641,0.3849,1,pose0,Capacitor,3,-0.2208,circuit_901.jpg,correct_better
0.1674,0.3855,1,pose0,Capacitor,4,-0.2181,circuit_901.jpg,correct_better
0.1221,0.3646,1,pose2,Inductor,5,-0.2426,circuit_901.jpg,correct_better
0.1264,0.358,1,pose2,Inductor,6,-0.2316,circuit_901.jpg,correct_better
0.1344,0.3777,1,pose2,Inductor,7,-0.2433,circuit_901.jpg,correct_better
0.1287,0.3711,1,pose2,Inductor,8,-0.2424,circuit_901.jpg,correct_better
0.1061,0.3859,1,pose2,V-AC,9,-0.2797,circuit_901.jpg,correct_better
0.0975,0.3738,1,pose2,I-AC,10,-0.2763,circuit_901.jpg,correct_better
0.0986,0.0975,0,pose6,V-DC,11,0.0011,circuit_901.jpg,tied
0.1007,0.1007,0,pose6,I-DC,12,0.0001,circuit_901.jpg,tied
0.1098,0.1086,0,pose6,V-DC,13,0.0012,circuit_901.jpg,tied
0.1096,0.3524,1,pose2,Inductor,0,-0.2429,circuit_910.jpg,correct_better
0.1107,0.3467,1,pose2,Inductor,1,-0.236,circuit_910.jpg,correct_better
0.1087,0.3453,1,pose2,Inductor,2,-0.2366,circuit_910.jpg,correct_better
0.107,0.3232,1,pose2,Inductor,3,-0.2162,circuit_910.jpg,correct_better
0.1549,0.3828,1,pose0,Capacitor,4,-0.228,circuit_910.jpg,correct_better
0.1589,0.2637,1,pose0,Capacitor,5,-0.1048,circuit_910.jpg,correct_better
0.1617,0.3651,1,pose0,Capacitor,6,-0.2034,circuit_910.jpg,correct_better
0.1529,0.3732,1,pose0,Capacitor,7,-0.2203,circuit_910.jpg,correct_better
0.0972,0.096,0,pose6,V-DC,9,0.0012,circuit_910.jpg,tied
0.0948,0.0947,0,pose6,I-DC,10,0.0001,circuit_910.jpg,tied
0.1011,0.0999,0,pose6,V-DC,11,0.0012,circuit_910.jpg,tied
0.1031,0.3717,1,pose2,I-AC,12,-0.2686,circuit_910.jpg,correct_better
0.1088,0.3772,1,pose2,V-AC,13,-0.2684,circuit_910.jpg,correct_better
,,1,pose0,V-AC,0,,circuit_925.jpg,no_wrong_pose
0.1058,0.198,1,pose2,Inductor,1,-0.0923,circuit_925.jpg,correct_better
0.1603,0.3787,1,pose0,Capacitor,2,-0.2184,circuit_925.jpg,correct_better
0.1114,0.3377,1,pose0,Resistor,3,-0.2263,circuit_925.jpg,correct_better
0.0929,0.3737,1,pose0,I-AC,5,-0.2808,circuit_925.jpg,correct_better
0.1102,0.2766,1,pose2,Resistor,6,-0.1664,circuit_925.jpg,correct_better
,,1,pose0,V-AC,0,,circuit_926.jpg,no_wrong_pose
0.093,0.3769,1,pose0,I-AC,1,-0.2839,circuit_926.jpg,correct_better
0.1148,0.3515,1,pose0,Resistor,2,-0.2367,circuit_926.jpg,correct_better
0.1158,0.3553,1,pose2,Resistor,3,-0.2395,circuit_926.jpg,correct_better
0.1134,0.3694,1,pose2,Inductor,4,-0.2561,circuit_926.jpg,correct_better
0.1421,0.3718,1,pose0,Capacitor,6,-0.2297,circuit_926.jpg,correct_better
0.1224,0.3608,1,pose0,Inductor,0,-0.2384,circuit_931.jpg,correct_better
0.1299,0.3695,1,pose0,Inductor,1,-0.2396,circuit_931.jpg,correct_better
0.1691,0.3792,1,pose2,Capacitor,2,-0.2101,circuit_931.jpg,correct_better
0.1728,0.385,1,pose2,Capacitor,3,-0.2122,circuit_931.jpg,correct_better
0.1967,0.4036,1,pose2,Capacitor,4,-0.207,circuit_931.jpg,correct_better
0.1255,0.3704,1,pose0,Inductor,5,-0.2449,circuit_931.jpg,correct_better
0.1237,0.359,1,pose0,Inductor,6,-0.2354,circuit_931.jpg,correct_better
0.1139,0.1141,1,pose0,V-DC,7,-0.0002,circuit_931.jpg,tied
0.1142,0.3894,1,pose0,I-AC,8,-0.2753,circuit_931.jpg,correct_better
0.1146,0.1146,1,pose0,I-DC,9,-0.0,circuit_931.jpg,tied
0.1202,0.1204,1,pose0,V-DC,10,-0.0002,circuit_931.jpg,tied
,,1,pose0,V-AC,11,,circuit_931.jpg,no_wrong_pose
0.1956,0.4341,1,pose0,Inductor,13,-0.2385,circuit_931.jpg,correct_better
0.2592,0.1481,0,pose4,MOSFET-N,0,0.1111,circuit_932.jpg,wrong_better
,,0,pose4,MOSFET-N,1,,circuit_932.jpg,no_correct_pose
,,0,pose0,MOSFET-N,2,,circuit_932.jpg,no_correct_pose
,,0,pose4,MOSFET-N,3,,circuit_932.jpg,no_correct_pose
0.3575,0.1919,0,pose7,Op-Amp,4,0.1655,circuit_932.jpg,wrong_better
,,0,pose4,MOSFET-N,5,,circuit_932.jpg,no_correct_pose
0.2636,0.2429,0,pose0,MOSFET-P,6,0.0207,circuit_932.jpg,wrong_better
,,0,pose4,MOSFET-N,7,,circuit_932.jpg,no_correct_pose
0.244,0.2502,1,pose2,MOSFET-P,8,-0.0062,circuit_932.jpg,tied
,,1,pose0,V-AC,9,,circuit_932.jpg,no_wrong_pose
0.1103,0.1104,1,pose0,V-DC,10,-0.0,circuit_932.jpg,tied
0.1164,0.3599,1,pose2,Inductor,14,-0.2435,circuit_932.jpg,correct_better
0.1366,0.1351,0,pose4,Zener Diode,15,0.0015,circuit_932.jpg,tied
0.1219,0.3675,1,pose2,Inductor,17,-0.2456,circuit_932.jpg,correct_better
0.1514,0.1528,1,pose0,Diode,0,-0.0013,circuit_937.jpg,tied
0.1505,0.1517,1,pose0,Diode,1,-0.0012,circuit_937.jpg,tied
,,0,pose2,BJT-PNP,2,,circuit_937.jpg,no_correct_pose
0.2583,0.2413,0,pose2,BJT-PNP,3,0.017,circuit_937.jpg,tied
0.269,0.1353,0,pose6,BJT-NPN,4,0.1337,circuit_937.jpg,wrong_better
0.1148,0.3585,1,pose0,Resistor,5,-0.2437,circuit_937.jpg,correct_better
0.3431,0.2412,0,pose2,BJT-PNP,6,0.1019,circuit_937.jpg,wrong_better
0.3287,0.2389,0,pose2,BJT-PNP,7,0.0898,circuit_937.jpg,wrong_better
0.2309,0.1394,0,pose6,BJT-NPN,8,0.0915,circuit_937.jpg,wrong_better
0.1157,0.3594,1,pose0,Resistor,9,-0.2437,circuit_937.jpg,correct_better
0.1442,0.3997,1,pose2,Resistor,10,-0.2555,circuit_937.jpg,correct_better
0.2769,0.1422,0,pose6,BJT-NPN,11,0.1347,circuit_937.jpg,wrong_better
0.2835,0.1487,0,pose6,BJT-NPN,12,0.1347,circuit_937.jpg,wrong_better
0.1205,0.3588,1,pose2,Resistor,13,-0.2382,circuit_937.jpg,correct_better
0.2752,0.1373,0,pose6,BJT-NPN,15,0.138,circuit_937.jpg,wrong_better
0.125,0.3622,1,pose2,Resistor,16,-0.2372,circuit_937.jpg,correct_better
0.1336,0.3701,1,pose2,Resistor,17,-0.2365,circuit_937.jpg,correct_better
0.1784,0.1799,1,pose0,Diode,0,-0.0014,circuit_953.jpg,tied
0.1764,0.1778,1,pose0,Diode,1,-0.0014,circuit_953.jpg,tied
,,0,pose2,BJT-PNP,2,,circuit_953.jpg,no_correct_pose
0.2719,0.1337,0,pose6,BJT-NPN,3,0.1382,circuit_953.jpg,wrong_better
,,0,pose2,BJT-PNP,4,,circuit_953.jpg,no_correct_pose
,,0,pose2,BJT-PNP,5,,circuit_953.jpg,no_correct_pose
0.1423,0.3709,1,pose0,Resistor,7,-0.2286,circuit_953.jpg,correct_better
0.255,0.1335,0,pose6,BJT-NPN,8,0.1215,circuit_953.jpg,wrong_better
0.2864,0.1397,0,pose6,BJT-NPN,9,0.1467,circuit_953.jpg,wrong_better
0.1288,0.3589,1,pose2,Resistor,10,-0.2301,circuit_953.jpg,correct_better
0.2854,0.1412,0,pose6,BJT-NPN,11,0.1441,circuit_953.jpg,wrong_better
0.1373,0.3649,1,pose2,Resistor,12,-0.2276,circuit_953.jpg,correct_better
0.1575,0.4042,1,pose2,Resistor,13,-0.2467,circuit_953.jpg,correct_better
0.288,0.1456,0,pose6,BJT-NPN,14,0.1424,circuit_953.jpg,wrong_better
0.1272,0.3527,1,pose0,Resistor,15,-0.2255,circuit_953.jpg,correct_better
0.1443,0.3748,1,pose2,Resistor,17,-0.2305,circuit_953.jpg,correct_better
,,0,pose2,BJT-PNP,18,,circuit_953.jpg,no_correct_pose
0.161,0.1435,0,pose6,BJT-NPN,21,0.0175,circuit_953.jpg,tied
,,0,pose4,Op-Amp,0,,circuit_957.jpg,no_correct_pose
0.2835,0.21,0,pose3,Op-Amp,1,0.0734,circuit_957.jpg,wrong_better
,,0,pose2,Op-Amp,2,,circuit_957.jpg,no_correct_pose
,,0,pose0,Op-Amp,3,,circuit_957.jpg,no_correct_pose
0.093,0.0931,1,pose0,V-DC,4,-0.0001,circuit_957.jpg,tied
,,0,pose2,Op-Amp,5,,circuit_957.jpg,no_correct_pose
0.1247,0.1488,1,pose0,Inductor,6,-0.0241,circuit_957.jpg,correct_better
0.1247,0.365,1,pose0,Resistor,7,-0.2403,circuit_957.jpg,correct_better
0.1125,0.1125,0,pose6,I-DC,8,0.0001,circuit_957.jpg,tied
0.1194,0.3611,1,pose0,Resistor,9,-0.2417,circuit_957.jpg,correct_better
0.1235,0.3713,1,pose0,Resistor,10,-0.2478,circuit_957.jpg,correct_better
0.1308,0.38,1,pose0,Resistor,11,-0.2493,circuit_957.jpg,correct_better
0.1256,0.3752,1,pose0,Inductor,12,-0.2496,circuit_957.jpg,correct_better
0.1338,0.3797,1,pose0,Resistor,13,-0.246,circuit_957.jpg,correct_better
0.1246,0.3627,1,pose0,Inductor,14,-0.2381,circuit_957.jpg,correct_better
0.18,0.2893,1,pose0,Capacitor,15,-0.1093,circuit_957.jpg,correct_better
0.1781,0.3917,1,pose2,Capacitor,16,-0.2135,circuit_957.jpg,correct_better
0.1845,0.2961,1,pose2,Capacitor,17,-0.1116,circuit_957.jpg,correct_better
,,0,pose2,Op-Amp,0,,circuit_961.jpg,no_correct_pose
0.1306,0.1138,0,pose4,Op-Amp,1,0.0168,circuit_961.jpg,tied
0.351,0.1844,0,pose4,Op-Amp,2,0.1666,circuit_961.jpg,wrong_better
0.3129,0.1124,0,pose4,Op-Amp,3,0.2005,circuit_961.jpg,wrong_better
,,0,pose2,Op-Amp,4,,circuit_961.jpg,no_correct_pose
0.1317,0.373,1,pose0,Inductor,5,-0.2413,circuit_961.jpg,correct_better
0.1101,0.11,0,pose4,V-DC,6,0.0001,circuit_961.jpg,tied
0.1708,0.3969,1,pose0,Capacitor,7,-0.226,circuit_961.jpg,correct_better
0.1055,0.1057,1,pose2,I-DC,8,-0.0002,circuit_961.jpg,tied
0.1176,0.3767,1,pose0,Resistor,9,-0.2591,circuit_961.jpg,correct_better
0.1247,0.3705,1,pose0,Inductor,10,-0.2458,circuit_961.jpg,correct_better
0.1177,0.3731,1,pose0,Resistor,11,-0.2553,circuit_961.jpg,correct_better
0.1229,0.3659,1,pose0,Inductor,12,-0.243,circuit_961.jpg,correct_better
0.1755,0.3905,1,pose2,Capacitor,13,-0.215,circuit_961.jpg,correct_better
0.1874,0.3963,1,pose2,Capacitor,15,-0.2089,circuit_961.jpg,correct_better
0.125,0.3803,1,pose0,Resistor,16,-0.2553,circuit_961.jpg,correct_better
0.1098,0.373,1,pose0,Resistor,17,-0.2632,circuit_961.jpg,correct_better
0.124,0.3831,1,pose0,Resistor,18,-0.2591,circuit_961.jpg,correct_better
0.0986,0.3885,1,pose2,V-AC,0,-0.2898,circuit_963.jpg,correct_better
,,1,pose0,V-AC,1,,circuit_963.jpg,no_wrong_pose
0.107,0.3931,1,pose0,I-AC,2,-0.2861,circuit_963.jpg,correct_better
0.1077,0.2418,1,pose2,I-AC,3,-0.1342,circuit_963.jpg,correct_better
0.0907,0.0906,0,pose4,V-DC,4,0.0002,circuit_963.jpg,tied
0.1237,0.3741,1,pose0,Resistor,5,-0.2504,circuit_963.jpg,correct_better
0.2514,0.2574,1,pose2,MOSFET-P,6,-0.006,circuit_963.jpg,tied
,,0,pose2,MOSFET-P,7,,circuit_963.jpg,no_correct_pose
0.237,0.1617,0,pose6,MOSFET-N,8,0.0753,circuit_963.jpg,wrong_better
0.1766,0.1546,0,pose6,MOSFET-N,10,0.0219,circuit_963.jpg,wrong_better
0.2919,0.1678,0,pose6,MOSFET-N,11,0.1242,circuit_963.jpg,wrong_better
,,0,pose2,MOSFET-P,12,,circuit_963.jpg,no_correct_pose
0.1249,0.1233,0,pose4,Zener Diode,13,0.0016,circuit_963.jpg,tied
,,0,pose2,BJT-PNP,0,,circuit_968.jpg,no_correct_pose
0.1145,0.3583,1,pose2,Resistor,1,-0.2438,circuit_968.jpg,correct_better
0.3398,0.2159,0,pose2,BJT-PNP,2,0.1239,circuit_968.jpg,wrong_better
0.3261,0.2421,0,pose2,BJT-PNP,3,0.0841,circuit_968.jpg,wrong_better
0.1191,0.364,1,pose2,Resistor,5,-0.2449,circuit_968.jpg,correct_better
0.1172,0.3553,1,pose2,Resistor,6,-0.2381,circuit_968.jpg,correct_better
0.1242,0.3613,1,pose0,Resistor,7,-0.2371,circuit_968.jpg,correct_better
0.158,0.1594,1,pose0,Diode,8,-0.0014,circuit_968.jpg,tied
0.1133,0.3579,1,pose2,Resistor,9,-0.2446,circuit_968.jpg,correct_better
0.2818,0.1356,0,pose6,BJT-NPN,10,0.1462,circuit_968.jpg,wrong_better
0.2722,0.1333,0,pose6,BJT-NPN,11,0.1389,circuit_968.jpg,wrong_better
0.1222,0.3655,1,pose0,Resistor,14,-0.2434,circuit_968.jpg,correct_better
0.2807,0.1404,0,pose6,BJT-NPN,15,0.1403,circuit_968.jpg,wrong_better
0.1578,0.1591,1,pose0,Diode,16,-0.0013,circuit_968.jpg,tied
0.2836,0.1486,0,pose6,BJT-NPN,17,0.1349,circuit_968.jpg,wrong_better
,,0,pose2,BJT-PNP,18,,circuit_968.jpg,no_correct_pose
0.2804,0.1396,0,pose6,BJT-NPN,21,0.1408,circuit_968.jpg,wrong_better
0.2209,0.2073,0,pose7,Op-Amp,0,0.0136,circuit_975.jpg,tied
,,0,pose1,Op-Amp,1,,circuit_975.jpg,no_correct_pose
0.1099,0.1087,0,pose6,V-DC,2,0.0012,circuit_975.jpg,tied
0.1279,0.1083,0,pose4,Op-Amp,3,0.0196,circuit_975.jpg,tied
0.3495,0.1023,0,pose4,Op-Amp,4,0.2472,circuit_975.jpg,wrong_better
0.3113,0.1027,0,pose4,Op-Amp,5,0.2086,circuit_975.jpg,wrong_better
0.1186,0.357,1,pose0,Inductor,6,-0.2385,circuit_975.jpg,correct_better
0.1168,0.3539,1,pose0,Inductor,8,-0.2371,circuit_975.jpg,correct_better
0.1234,0.3619,1,pose0,Resistor,10,-0.2385,circuit_975.jpg,correct_better
0.0975,0.097,0,pose6,I-DC,11,0.0004,circuit_975.jpg,tied
0.1269,0.363,1,pose0,Resistor,13,-0.2361,circuit_975.jpg,correct_better
0.1223,0.3665,1,pose0,Resistor,16,-0.2441,circuit_975.jpg,correct_better
0.1718,0.3816,1,pose2,Capacitor,18,-0.2098,circuit_975.jpg,correct_better
0.1829,0.3869,1,pose2,Capacitor,19,-0.204,circuit_975.jpg,correct_better
0.1325,0.3728,1,pose0,Resistor,20,-0.2403,circuit_975.jpg,correct_better
0.1814,0.39,1,pose2,Capacitor,21,-0.2086,circuit_975.jpg,correct_better
0.1359,0.3777,1,pose0,Resistor,22,-0.2418,circuit_975.jpg,correct_better
0.1244,0.3662,1,pose0,Inductor,23,-0.2418,circuit_975.jpg,correct_better
0.1087,0.3937,1,pose0,I-AC,0,-0.285,circuit_980.jpg,correct_better
,,1,pose0,V-AC,1,,circuit_980.jpg,no_wrong_pose
0.1002,0.3879,1,pose2,V-AC,2,-0.2876,circuit_980.jpg,correct_better
0.1082,0.3913,1,pose0,I-AC,3,-0.2831,circuit_980.jpg,correct_better
0.1134,0.3411,1,pose0,Resistor,4,-0.2276,circuit_980.jpg,correct_better
0.0987,0.0987,1,pose0,V-DC,5,-0.0,circuit_980.jpg,tied
,,0,pose6,MOSFET-P,7,,circuit_980.jpg,no_correct_pose
,,0,pose2,MOSFET-P,9,,circuit_980.jpg,no_correct_pose
0.2532,0.1658,0,pose6,MOSFET-N,10,0.0874,circuit_980.jpg,wrong_better
0.2727,0.1754,0,pose6,MOSFET-N,11,0.0972,circuit_980.jpg,wrong_better
,,0,pose2,MOSFET-P,12,,circuit_980.jpg,no_correct_pose
,,0,pose2,MOSFET-N,13,,circuit_980.jpg,no_correct_pose
0.1311,0.1296,0,pose4,Zener Diode,14,0.0015,circuit_980.jpg,tied
0.0977,0.0977,0,pose4,V-DC,0,0.0,circuit_986.jpg,tied
0.1053,0.1053,1,pose0,I-DC,1,-0.0001,circuit_986.jpg,tied
0.1651,0.3803,1,pose0,Capacitor,2,-0.2152,circuit_986.jpg,correct_better
0.1218,0.3488,1,pose0,Resistor,3,-0.227,circuit_986.jpg,correct_better
0.1233,0.3502,1,pose0,Resistor,4,-0.2269,circuit_986.jpg,correct_better
0.1154,0.3458,1,pose0,Inductor,5,-0.2303,circuit_986.jpg,correct_better
0.111,0.3493,1,pose2,Resistor,6,-0.2383,circuit_986.jpg,correct_better
0.1205,0.3451,1,pose0,Resistor,0,-0.2246,circuit_992.jpg,correct_better
0.1167,0.3417,1,pose0,Resistor,1,-0.225,circuit_992.jpg,correct_better
0.1248,0.3528,1,pose2,Resistor,2,-0.228,circuit_992.jpg,correct_better
0.1172,0.1161,0,pose6,V-DC,3,0.0012,circuit_992.jpg,tied
0.1619,0.3014,1,pose0,Capacitor,4,-0.1395,circuit_992.jpg,correct_better
0.1229,0.3613,1,pose2,Inductor,5,-0.2384,circuit_992.jpg,correct_better
0.0985,0.3818,1,pose2,V-AC,0,-0.2833,circuit_995.jpg,correct_better
0.1184,0.3599,1,pose0,Inductor,1,-0.2415,circuit_995.jpg,correct_better
0.1202,0.3664,1,pose0,Inductor,2,-0.2462,circuit_995.jpg,correct_better
0.1046,0.1045,0,pose6,I-DC,3,0.0001,circuit_995.jpg,tied
0.1404,0.1388,0,pose4,Zener Diode,4,0.0016,circuit_995.jpg,tied
0.1594,0.1606,1,pose0,Diode,5,-0.0013,circuit_995.jpg,tied
0.2097,0.1995,0,pose5,Diode,6,0.0102,circuit_995.jpg,tied
0.1504,0.1515,1,pose0,Diode,8,-0.0012,circuit_995.jpg,tied
0.1758,0.4032,1,pose0,Capacitor,9,-0.2274,circuit_995.jpg,correct_better
0.1467,0.145,0,pose4,Zener Diode,10,0.0017,circuit_995.jpg,tied
0.1829,0.3966,1,pose2,Capacitor,11,-0.2137,circuit_995.jpg,correct_better
0.1614,0.1627,1,pose0,Diode,12,-0.0013,circuit_995.jpg,tied
